2022-10-14T12:46:04.047 info: outputTestData APP_REMIT_CANCEL_CHK request
2022-10-14T12:46:04.141 info: getAPIDef APP_REMIT_CANCEL_CHK
Input|reqHeader|transactionID|取引ID|202009251300000001234567890123456||22222222222222222222222222222222|222222222222222222222222222222222|202009251300000001234567890123456|2020092513000000012345678901234562|202009251300000001234567890123456
Input|reqBody|receiptBusinessHeader.bFFTransactionID|BFF取引ID|20200101123400||[space]|2|20200101123400222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|202001011234002222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|2020010112340私
Input|reqBody|receiptBusinessHeader.bFOTransactionID|銀行受付取引ID|202001011234007752020080400006934||[space]|2|20200101123400775202008040000693422222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|202001011234007752020080400006934222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|20200101123400775202008040000693私
Input|reqBody|receiptBusinessHeader.transactionDateTime|取引日時|20200101123400||2222222222222|22222222222222|20200101123400|202001011234002|20201301123400
Input|reqBody|receiptBusinessHeader.receiptNumber|受付番号|20200101123400000001||2222222222222222222|22222222222222222222|20200101123400000001|202001011234000000012|2020010112340000000私
Input|reqBody|receiptBusinessHeader.receiptNumberCustomer|受付番号（顧客表示用）|C-01-0001||CCCCCCCC|CCCCCCCCC|C-01-0001|C-01-0001C|C-01-000私
Input|reqBody|receiptBusinessHeader.accountUserID|操作対象ユーザーID|03101000000001||[space]|0|0310100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|03101000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|0310100000000私
Input|reqBody|receiptBusinessHeader.mailAddress|メールアドレス|no example||[space]|n|no examplennnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn|no examplennnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn|no exampl私
Input|reqBody|receiptBusinessHeader.branchNumber|店番|101||11|111|101|1011|10a
Input|reqBody|receiptBusinessHeader.accountType|科目コード|00||0|00|00|000|01
Input|reqBody|receiptBusinessHeader.accountNumber|口座番号|1234567||111111|1111111|1234567|12345671|123456a
Input|reqBody|receiptBusinessHeader.userKanjiName|漢字氏名|山田　太郎||[space]|[space]|山田　太郎山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山|山田　太郎山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山山|山田　太㍿
Input|reqBody|receiptBusinessHeader.userName|カナ氏名|ヤマダ　タロウ||[space]|ヤ|ヤマダ　タロウヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤ|ヤマダ　タロウヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤヤ|ヤマダ　タロ私
Input|reqBody|receiptBusinessHeader.onlineFlag|オンラインフラグ|true||||||
Input|reqBody|receiptBusinessHeader.onlinePlanedDate|オンライン処理予定日|20200101||2222222|22222222|20200101|202001012|20201301
Input|reqBody|otpServiceID|サービスID|APP_SERVICE_05||APP_SERVICE_06|APP_SERVICE_05|APP_SERVICE_05|APP_SERVICE_05|APP_SERVICE_05a
Input|reqBody|otpPhoneNumber|OTP通知用電話番号|+81nnnnnnnnnn||+++++++++|++++++++++|+81nnnnnnnnnn|+81nnnnnnnnnn+|+81nnnnnnnnn私
Input|reqBody|accountInfo|送金元口座情報|||||||
Input|reqBody|accountInfo.dummy|dummy||x|||||
Input|reqBody|accountInfo.branchNameKj|依頼人支店名(漢字)|山口支店||[space]|山|山口支店山山山山山山山山山山山|山口支店山山山山山山山山山山山山|山口支㍿
Input|reqBody|accountInfo.branchNameKn|依頼人支店名(カナ)|ヤマグチ||[space]|ヤ|ヤマグチヤヤヤヤヤヤヤヤヤヤヤ|ヤマグチヤヤヤヤヤヤヤヤヤヤヤヤ|ヤマグ私
Input|reqBody|accountInfo.branchNumber|依頼人支店コード|101||11|111|101|1011|10a
Input|reqBody|accountInfo.accountType|依頼人科目コード|00||0|00|00|000|01
Input|reqBody|accountInfo.accountTypeName|依頼人科目名|普通||[space]|普|普通普普普普普普普普普普普普普普普普普普|普通普普普普普普普普普普普普普普普普普普普|普㍿
Input|reqBody|accountInfo.accountNumber|依頼人口座番号|1234567||111111|1111111|1234567|12345671|123456a
Input|reqBody|accountInfo.cifNumber|依頼人CIF番号|1234567||111111|1111111|1234567|12345671|123456a
Input|reqBody|accountInfo.cifStatus|CIF状態|*** ﾖｷﾝｺｳｻﾞ ﾅｼ *** ||[space]|[space]|*** ﾖｷﾝｺｳｻﾞ ﾅｼ *** |*** ﾖｷﾝｺｳｻﾞ ﾅｼ *** *|*** ﾖｷﾝｺｳｻﾞ ﾅｼ ***私
Input|reqBody|accountInfo.requestName|依頼人名|ﾔﾏﾀﾞ ﾀﾛｳ||[space]|ﾔ|ﾔﾏﾀﾞ ﾀﾛｳﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏﾀﾞ ﾀﾛｳﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏﾀﾞ ﾀﾛ！
Input|reqBody|accountInfo.kanjiAddress|依頼人住所|香川県高松市玉藻町||[space]|[space]|香川県高松市玉藻町香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香|香川県高松市玉藻町香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香香|香川県高松市玉藻㍿
Input|reqBody|accountInfo.phoneNumber|依頼人電話番号|090-1111-2222||[space]|[space]|090-1111-2222|090-1111-22220|090-1111-222私
Input|reqBody|accountInfo.kintuCode|依頼人禁通先コード|0||1|0|0|0|2
Input|reqBody|accountInfo.contactDesignationCode|連絡要先指定コード|1||9|1|1|1|8
Input|reqBody|beneficiaryAccountInfo|受取人口座情報|||||||
Input|reqBody|beneficiaryAccountInfo.dummy|dummy||x|||||
Input|reqBody|beneficiaryAccountInfo.beneficiaryNumber|受取人番号|001||00|000|001|0010|00a
Input|reqBody|beneficiaryAccountInfo.beneficiaryBankNameKj|振込先銀行名(漢字)|山口銀行||[space]|[space]|山口銀行山山山山山山山山山山山|山口銀行山山山山山山山山山山山山|山口銀㍿
Input|reqBody|beneficiaryAccountInfo.beneficiaryBankNameKn|振込先銀行名(カナ)|ﾔﾏｸﾞﾁ||[space]|ﾔ|ﾔﾏｸﾞﾁﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏｸﾞﾁﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏｸﾞ私
Input|reqBody|beneficiaryAccountInfo.beneficiaryBankCode|振込先銀行コード|0170||[space]|[space]|0170|01700|017a
Input|reqBody|beneficiaryAccountInfo.beneficiaryBranchNameKj|振込先支店名(漢字)|山口支店||[space]|[space]|山口支店山山山山山山山山山山山|山口支店山山山山山山山山山山山山|山口支㍿
Input|reqBody|beneficiaryAccountInfo.beneficiaryBranchNameKn|振込先支店名(カナ)|ﾔﾏｸﾞﾁ||[space]|ﾔ|ﾔﾏｸﾞﾁﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏｸﾞﾁﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏｸﾞ私
Input|reqBody|beneficiaryAccountInfo.beneficiaryBranchNumber|振込先支店コード|101||[space]|[space]|101|1011|10a
Input|reqBody|beneficiaryAccountInfo.beneficiaryName|受取人名|ﾔﾏﾀﾞ ﾀﾛｳ||[space]|ﾔ|ﾔﾏﾀﾞ ﾀﾛｳﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏﾀﾞ ﾀﾛｳﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔﾔ|ﾔﾏﾀﾞ ﾀﾛ！
Input|reqBody|beneficiaryAccountInfo.beneficiaryAccountType|受取人科目コード|1||2|4|9|1|8
Input|reqBody|beneficiaryAccountInfo.beneficiaryAccountTypeName|受取人科目名|普通||当座|貯蓄|その他|普通|普通a
Input|reqBody|beneficiaryAccountInfo.beneficiaryAccountNumber|受取人口座番号|1234567||111111|1111111|1234567|12345671|123456a
Input|reqBody|remittanceInfo|送金情報|||||||
Input|reqBody|remittanceInfo.dummy|dummy||x|||||
Input|reqBody|remittanceInfo.remittanceMonthCode|振込月指定コード|1||2|3|4|5|6
Input|reqBody|remittanceInfo.holidayProcessCode|休日扱指定コード|1||2|1|1|1|3
Input|reqBody|remittanceInfo.remittanceDate|振込日|01||0|00|01|010|0a
Input|reqBody|remittanceInfo.remittanceAmount|振込金額|10000||[space]|[space]|100001111111|1000011111111|1000a
Input|reqBody|remittanceInfo.specificMonthRemittanceAmount|特定月振込金額|10000||[space]|[space]|100001111111|1000011111111|1000a
Input|reqBody|remittanceInfo.specificMonth|特定月|[array]|[array]|[array]|[array]|[array]|[array]|[array]
Input|reqBody|remittanceInfo.specificMonth[0].specificMonth|特定月|01||02|03|04|05|13
Input|reqBody|remittanceInfo.feetypeCode|手数料区分コード|0||1|2|0|0|3
Input|reqBody|remittanceInfo.remittanceFee|手数料|[array]|[array]|[array]|[array]|[array]|[array]|[array]
Input|reqBody|remittanceInfo.remittanceFee[0].remittanceFee|手数料|500||[space]|[space]|50055|500555|50a
Input|reqBody|remittanceInfo.firstYearMonth|初回年月|04-01||0000|00000|04-01|04-010|04-0私
Input|reqBody|remittanceInfo.lastYearMonth|終回年月|04-02||0000|00000|04-02|04-020|04-0私
Input|reqBody|remittanceInfo.remittanceCount|振込回数|001||00|000|001|0010|00a
Input|reqBody|remittanceInfo.lastRemittanceDate|最終振込日|04-01-01||[space]|[space]|04-01-01|04-01-010|04-01-0私
Input|reqBody|remittanceInfo.contractDate|契約日|03-01-01||[space]|[space]|03-01-01|03-01-010|03-01-0私
Input|reqBody|remittanceInfo.contractStatusCode|契約状態コード値|1||2|3|0|1|1
Input|reqBody|remittanceInfo.midtermCancelYearMonth|中途解約年月|04-01||[space]|[space]|04-01|04-010|04-0私
Input|reqBody|remittanceInfo.midtermCancelRegistDate|中途解約登録日|03-12-01||[space]|[space]|03-12-01|03-12-010|03-12-0私
Input|reqBody|remittanceInfo.lastChangeDate|最終変更日|04-01-01||[space]|[space]|04-01-01|04-01-010|04-01-0私
Input|reqBody|remittanceInfo.centerRemittanceNonCustomerCode|センター振込非対象先コード|1||9|1|1|1|8
Input|reqBody|remittanceInfo.newCancelRegistDate|新規登録日|03-01-01||0000000|00000000|03-01-01|03-01-010|03-01-0私
Input|reqBody|remittanceInfo.managementFeeTypeCode|管理手数料区分コード|1||2|1|1|1|3
Input|reqBody|remittanceInfo.reductionExemptionTypeCode|減免区分コード|0||1|2|0|0|3
Input|reqBody|remittanceInfo.managementFee|管理手数料|500||[space]|[space]|50055|500555|50a
Input|reqBody|remittanceInfo.gregorianCalenderInfo|西暦カレンダー情報(変更前送金情報)|||||||
Input|reqBody|gregorianCalenderInfo.dummy|dummy||x|||||
Input|reqBody|remittanceInfo.gregorianCalenderInfo.firstYearMonth|初回年月|202103||22222|222222|202103|2021032|20210a
Input|reqBody|remittanceInfo.gregorianCalenderInfo.lastYearMonth|終回年月|202202||22222|222222|202202|2022022|20220a
Input|reqBody|remittanceInfo.gregorianCalenderInfo.midtermCancelYearMonth|中途解約年月|202201||[space]|[space]|202201|2022012|20220a
Input|reqBody|remittanceInfo.gregorianCalenderInfo.nextRemittanceYearMonth|次回送金月|202208||22222|222222|202208|2022082|20220a
Input|reqBody|remittanceInfo.gregorianCalenderInfo.nextRemittanceDate|次回送金予定日|YYYYMMDD|||Y|YYYYMMDD|YYYYMMDD|20201301
Input|reqBody|suspensionCancelYearMonth|中途解約・中止年月・中止解除年月|202201||22222|222222|202201|2022012|20220a
Input|reqBody|plannedDateInfo|処理予定日情報|||||||
Input|reqBody|plannedDateInfo.dummy|dummy||x|||||
Input|reqBody|plannedDateInfo.plannedDates|処理予定日|20200101||2222222|22222222|20200101|202001012|20201301
Input|reqBody|plannedDateInfo.nextWorkingDayFlag|翌営業日フラグ|no example||||||
Input|reqPath|receipttype|申込区分|cancellation||ccccccccc|cccccccccc|cancellation|cancellationc|cancellatio私
------------------------------------------------------
verify|statusCode||リスポンスコード|200|400|400|200|200|400|400
verify|verifyData|mockCalled|モックコール回数|1|0|0|1|1|0|0
verify|verifyData|error.errorCode|エラーコード||C1001|C1001|||C1001|C1001
verify|verifyData|error.errorMessage|エラーメッセージ||入力パラメーター transactionID,routingInfo,commonRequestHeader.userID,commonRequestHeader.userIDForLogging,commonRequestHeader.applicationID,commonRequestHeader.clientID,commonRequestHeader.deviceID,receiptBusinessHeader.bFOTransactionID,receiptBusinessHeader.transactionDateTime,receiptBusinessHeader.receiptNumber,receiptBusinessHeader.receiptNumberCustomer,receiptBusinessHeader.accountUserID,receiptBusinessHeader.mailAddress,receiptBusinessHeader.branchNumber,receiptBusinessHeader.accountType,receiptBusinessHeader.accountNumber,receiptBusinessHeader.userName,otpServiceID,otpPhoneNumber,accountInfo.branchNameKj,accountInfo.branchNameKn,accountInfo.branchNumber,accountInfo.accountType,accountInfo.accountTypeName,accountInfo.accountNumber,accountInfo.cifNumber,accountInfo.cifStatus,accountInfo.requestName,accountInfo.kanjiAddress,accountInfo.phoneNumber,accountInfo.kintuCode,accountInfo.contactDesignationCode,beneficiaryAccountInfo.beneficiaryNumber,beneficiaryAccountInfo.beneficiaryBankNameKj,beneficiaryAccountInfo.beneficiaryBankNameKn,beneficiaryAccountInfo.beneficiaryBankCode,beneficiaryAccountInfo.beneficiaryBranchNameKj,beneficiaryAccountInfo.beneficiaryBranchNameKn,beneficiaryAccountInfo.beneficiaryBranchNumber,beneficiaryAccountInfo.beneficiaryName,beneficiaryAccountInfo.beneficiaryAccountType,beneficiaryAccountInfo.beneficiaryAccountTypeName,beneficiaryAccountInfo.beneficiaryAccountNumber,remittanceInfo.remittanceMonthCode,remittanceInfo.holidayProcessCode,remittanceInfo.remittanceDate,remittanceInfo.remittanceAmount,remittanceInfo.specificMonthRemittanceAmount,remittanceInfo.feetypeCode,remittanceInfo.firstYearMonth,remittanceInfo.lastYearMonth,remittanceInfo.remittanceCount,remittanceInfo.lastRemittanceDate,remittanceInfo.contractDate,remittanceInfo.contractStatusCode,remittanceInfo.midtermCancelYearMonth,remittanceInfo.midtermCancelRegistDate,remittanceInfo.lastChangeDate,remittanceInfo.centerRemittanceNonCustomerCode,remittanceInfo.newCancelRegistDate,remittanceInfo.managementFeeTypeCode,remittanceInfo.reductionExemptionTypeCode,remittanceInfo.managementFee,remittanceInfo.gregorianCalenderInfo.firstYearMonth,remittanceInfo.gregorianCalenderInfo.lastYearMonth,remittanceInfo.gregorianCalenderInfo.midtermCancelYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceDate,suspensionCancelYearMonth,plannedDateInfo.plannedDates,plannedDateInfo.nextWorkingDayFlag,receipttype が不正です。|入力パラメーター transactionID,routingInfo,commonRequestHeader.userID,commonRequestHeader.userIDForLogging,commonRequestHeader.applicationID,commonRequestHeader.clientID,commonRequestHeader.deviceID,receiptBusinessHeader.bFFTransactionID,receiptBusinessHeader.bFOTransactionID,receiptBusinessHeader.transactionDateTime,receiptBusinessHeader.receiptNumber,receiptBusinessHeader.receiptNumberCustomer,receiptBusinessHeader.accountUserID,receiptBusinessHeader.mailAddress,receiptBusinessHeader.branchNumber,receiptBusinessHeader.accountType,receiptBusinessHeader.accountNumber,receiptBusinessHeader.userName,receiptBusinessHeader.onlineFlag,receiptBusinessHeader.onlinePlanedDate,otpPhoneNumber,accountInfo.branchNameKj,accountInfo.branchNameKn,accountInfo.branchNumber,accountInfo.accountType,accountInfo.accountTypeName,accountInfo.accountNumber,accountInfo.cifNumber,accountInfo.requestName,beneficiaryAccountInfo.beneficiaryNumber,beneficiaryAccountInfo.beneficiaryBankNameKn,beneficiaryAccountInfo.beneficiaryBranchNameKn,beneficiaryAccountInfo.beneficiaryName,beneficiaryAccountInfo.beneficiaryAccountNumber,remittanceInfo.remittanceDate,remittanceInfo.firstYearMonth,remittanceInfo.lastYearMonth,remittanceInfo.remittanceCount,remittanceInfo.newCancelRegistDate,remittanceInfo.gregorianCalenderInfo.firstYearMonth,remittanceInfo.gregorianCalenderInfo.lastYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceDate,suspensionCancelYearMonth,plannedDateInfo.plannedDates,plannedDateInfo.nextWorkingDayFlag,receipttype が不正です。|||入力パラメーター transactionID,routingInfo,commonRequestHeader.userID,commonRequestHeader.userIDForLogging,commonRequestHeader.applicationID,commonRequestHeader.clientID,commonRequestHeader.deviceID,receiptBusinessHeader.bFFTransactionID,receiptBusinessHeader.bFOTransactionID,receiptBusinessHeader.transactionDateTime,receiptBusinessHeader.receiptNumber,receiptBusinessHeader.receiptNumberCustomer,receiptBusinessHeader.accountUserID,receiptBusinessHeader.mailAddress,receiptBusinessHeader.branchNumber,receiptBusinessHeader.accountType,receiptBusinessHeader.accountNumber,receiptBusinessHeader.userKanjiName,receiptBusinessHeader.userName,receiptBusinessHeader.onlineFlag,receiptBusinessHeader.onlinePlanedDate,otpPhoneNumber,accountInfo.branchNameKj,accountInfo.branchNameKn,accountInfo.branchNumber,accountInfo.accountType,accountInfo.accountTypeName,accountInfo.accountNumber,accountInfo.cifNumber,accountInfo.cifStatus,accountInfo.requestName,accountInfo.kanjiAddress,accountInfo.phoneNumber,beneficiaryAccountInfo.beneficiaryNumber,beneficiaryAccountInfo.beneficiaryBankNameKj,beneficiaryAccountInfo.beneficiaryBankNameKn,beneficiaryAccountInfo.beneficiaryBankCode,beneficiaryAccountInfo.beneficiaryBranchNameKj,beneficiaryAccountInfo.beneficiaryBranchNameKn,beneficiaryAccountInfo.beneficiaryBranchNumber,beneficiaryAccountInfo.beneficiaryName,beneficiaryAccountInfo.beneficiaryAccountNumber,remittanceInfo.remittanceDate,remittanceInfo.remittanceAmount,remittanceInfo.specificMonthRemittanceAmount,remittanceInfo.remittanceFee[0].remittanceFee,remittanceInfo.firstYearMonth,remittanceInfo.lastYearMonth,remittanceInfo.remittanceCount,remittanceInfo.lastRemittanceDate,remittanceInfo.contractDate,remittanceInfo.midtermCancelYearMonth,remittanceInfo.midtermCancelRegistDate,remittanceInfo.lastChangeDate,remittanceInfo.newCancelRegistDate,remittanceInfo.managementFee,remittanceInfo.gregorianCalenderInfo.firstYearMonth,remittanceInfo.gregorianCalenderInfo.lastYearMonth,remittanceInfo.gregorianCalenderInfo.midtermCancelYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceDate,suspensionCancelYearMonth,plannedDateInfo.plannedDates,plannedDateInfo.nextWorkingDayFlag,receipttype が不正です。|入力パラメーター commonRequestHeader.userID,commonRequestHeader.userIDForLogging,commonRequestHeader.applicationID,commonRequestHeader.clientID,commonRequestHeader.deviceID,receiptBusinessHeader.bFFTransactionID,receiptBusinessHeader.bFOTransactionID,receiptBusinessHeader.transactionDateTime,receiptBusinessHeader.receiptNumber,receiptBusinessHeader.receiptNumberCustomer,receiptBusinessHeader.accountUserID,receiptBusinessHeader.mailAddress,receiptBusinessHeader.branchNumber,receiptBusinessHeader.accountType,receiptBusinessHeader.accountNumber,receiptBusinessHeader.userKanjiName,receiptBusinessHeader.userName,receiptBusinessHeader.onlineFlag,receiptBusinessHeader.onlinePlanedDate,otpServiceID,otpPhoneNumber,accountInfo.branchNameKj,accountInfo.branchNameKn,accountInfo.branchNumber,accountInfo.accountType,accountInfo.accountTypeName,accountInfo.accountNumber,accountInfo.cifNumber,accountInfo.cifStatus,accountInfo.requestName,accountInfo.kanjiAddress,accountInfo.phoneNumber,accountInfo.kintuCode,accountInfo.contactDesignationCode,beneficiaryAccountInfo.beneficiaryNumber,beneficiaryAccountInfo.beneficiaryBankNameKj,beneficiaryAccountInfo.beneficiaryBankNameKn,beneficiaryAccountInfo.beneficiaryBankCode,beneficiaryAccountInfo.beneficiaryBranchNameKj,beneficiaryAccountInfo.beneficiaryBranchNameKn,beneficiaryAccountInfo.beneficiaryBranchNumber,beneficiaryAccountInfo.beneficiaryName,beneficiaryAccountInfo.beneficiaryAccountType,beneficiaryAccountInfo.beneficiaryAccountTypeName,beneficiaryAccountInfo.beneficiaryAccountNumber,remittanceInfo.remittanceMonthCode,remittanceInfo.holidayProcessCode,remittanceInfo.remittanceDate,remittanceInfo.remittanceAmount,remittanceInfo.specificMonthRemittanceAmount,remittanceInfo.specificMonth[0].specificMonth,remittanceInfo.feetypeCode,remittanceInfo.remittanceFee[0].remittanceFee,remittanceInfo.firstYearMonth,remittanceInfo.lastYearMonth,remittanceInfo.remittanceCount,remittanceInfo.lastRemittanceDate,remittanceInfo.contractDate,remittanceInfo.contractStatusCode,remittanceInfo.midtermCancelYearMonth,remittanceInfo.midtermCancelRegistDate,remittanceInfo.lastChangeDate,remittanceInfo.centerRemittanceNonCustomerCode,remittanceInfo.newCancelRegistDate,remittanceInfo.managementFeeTypeCode,remittanceInfo.reductionExemptionTypeCode,remittanceInfo.managementFee,remittanceInfo.gregorianCalenderInfo.firstYearMonth,remittanceInfo.gregorianCalenderInfo.lastYearMonth,remittanceInfo.gregorianCalenderInfo.midtermCancelYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceYearMonth,remittanceInfo.gregorianCalenderInfo.nextRemittanceDate,suspensionCancelYearMonth,plannedDateInfo.plannedDates,plannedDateInfo.nextWorkingDayFlag,receipttype が不正です。
verify|verifyData|error.reEnterableFlag|再入力可能フラグ||TRUE|TRUE|||TRUE|TRUE
